Date,Open,High,Low,Close,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2020-01-03,71.94132818321717,72.77174458511139,71.7839617851537,72.00911712646484,146322800
2020-01-06,71.12786596061405,72.62164622763687,70.87607527260708,72.5829086303711,118387200
2020-01-07,72.59259363206662,72.84922374466596,72.02123070618616,72.24154663085938,108872000
2020-01-08,71.94375136900179,73.70627127642481,71.94375136900179,73.40364074707031,132079200
2020-01-09,74.38417348369161,75.15648731833909,74.1323901596974,74.96280670166016,170108400
2020-01-10,75.19762083507513,75.69877866776542,74.62867407248754,75.13224792480469,140644800
2020-01-13,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000
2020-01-14,76.67448226895164,76.88511195829709,75.57774940600967,75.70121765136719,161954400
2020-01-15,75.50027617412253,76.38395596192076,74.94343149157285,75.37680053710938,121923600
2020-01-16,75.92152830847965,76.43237250443956,75.5583716587375,76.32099914550781,108829200
2020-01-17,76.57037231867773,77.16837061022176,76.26290232469962,77.16595458984375,137816400
2020-01-21,76.7930936550816,77.23614144709862,76.50498883390406,76.64299011230469,110843200
2020-01-22,77.12964119289799,77.4710093927943,76.82217116630478,76.91659545898438,101832400
2020-01-23,76.96985393819801,77.3669014145498,76.42027207993955,77.2870101928711,104472000
2020-01-24,77.53396093858308,78.27963949778808,76.87301303795586,77.06427764892578,146537600
2020-01-27,75.06689673049003,75.48089322464955,73.81279759380895,74.79816436767578,161940000
2020-01-28,75.68183593003438,77.08603847633346,75.58257224071698,76.91414642333984,162234000
2020-01-29,78.55078999397739,79.37394362780475,77.80752757594179,78.52415466308594,216229200
2020-01-30,77.60416527632543,78.46363314950943,77.17079622640016,78.41036987304688,126743200
2020-01-31,77.69858276990855,78.1222655759737,74.63838622980492,74.93375396728516,199588400
2020-02-03,73.67237193822604,75.89731214570682,73.16879799630816,74.72795104980469,173788400
2020-02-04,76.33795548064964,77.3862719133486,75.93122176752728,77.19500732421875,136616400
2020-02-05,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800
2020-02-06,78.09562750675829,78.73720276650342,77.53636686633509,78.73477935791016,105425600
2020-02-07,78.2324494253046,78.48240856737728,77.17194309043332,77.66458129882812,117684000
2020-02-10,76.24490381310511,78.033447265625,76.1648229834898,78.033447265625,109348800
2020-02-11,78.53092392160836,78.60372465740163,77.3442200863521,77.56262969970703,94323200
2020-02-12,78.01402569685219,79.40943007689862,78.01402569685219,79.40457916259766,113730400
2020-02-13,78.67411425559266,79.16675238353734,78.47026476188894,78.8391342163086,94747600
2020-02-14,78.80759072301922,79.10851777495836,78.34893117896286,78.85855865478516,80113600
2020-02-18,76.53126412045305,77.59662873916865,76.34925482708518,77.41461944580078,152531200
2020-02-19,77.65730009675248,78.76634519119376,77.65730009675248,78.53579711914062,93984000
2020-02-20,78.29554891500301,78.78575796634391,77.22290417552242,77.7301025390625,100566000
2020-02-21,77.32238890983989,77.76649566805042,75.35183643347615,75.97066497802734,129554000
2020-02-24,72.13879229080158,73.81812753069896,70.19007939634994,72.36205291748047,222195200
2020-02-25,73.03424203168211,73.41767156165426,69.4377377687625,69.91095733642578,230673600
2020-02-26,69.53480258277888,72.28921027859994,69.52752251016861,71.0199966430664,198054800
2020-02-27,68.21706677109698,69.4061923618355,66.24165620285358,66.37755584716797,320605600
2020-02-28,62.43160376696,67.56426328843753,62.21561589566721,66.33872985839844,426510000
2020-03-02,68.50343166746465,73.15316245707646,67.39681595785085,72.5149154663086,341397200
2020-03-03,73.69433636090781,73.77441717355254,69.35765634090362,70.2118911743164,319475600
2020-03-04,71.93975340351452,73.62879693625385,71.13648661708095,73.4686279296875,219178400
2020-03-05,71.71650028960082,72.69449642985231,70.71909308665877,71.08554077148438,187572800
2020-03-06,68.43548440571074,70.5759151634938,68.24862422437134,70.14151763916016,226176800
2020-03-09,64.00658563730508,67.48660157527603,63.82457638904733,64.5938720703125,286744800
2020-03-10,67.25606172575357,69.51297346708441,65.37044115282052,69.24602508544922,285290000
2020-03-11,67.31672823268998,68.24618550081415,65.97470631539656,66.84107208251953,255598800
2020-03-12,62.111272274536645,65.52333888472222,60.18440016078189,60.24021530151367,418474000
2020-03-13,64.28325061879912,67.93071607578169,61.38565875889742,67.45748901367188,370732000
2020-03-16,58.716186517548486,62.873275496652674,58.242963182289955,58.7792854309082,322423600
2020-03-17,60.06548484229005,62.5165408014644,57.854678750743666,61.36381912231445,324056000
2020-03-18,58.187145839294104,60.6697510139483,57.54404425675361,59.861629486083984,300233600
2020-03-19,60.036361741511776,61.35896164078844,58.876356338925326,59.40296936035156,271857200
2020-03-20,59.98539913252844,61.11385881136198,55.330817248448476,55.63174057006836,401693200
2020-03-23,55.350234801464175,55.45215955190559,51.595989830091725,54.449893951416016,336752800
2020-03-24,57.359620632722056,60.10917472444294,56.859702380225244,59.91260528564453,287531200
2020-03-25,60.85176409780143,62.67185674280047,59.286485163699844,59.58255386352539,303602000
2020-03-26,59.82524536167027,62.77622003802829,59.786415821760485,62.717979431152344,252087200
2020-03-27,61.33712415208677,62.09428153233142,59.95385443702902,60.12130355834961,204216800
2020-03-30,60.849334516621546,62.0093398541759,60.52414183848412,61.8370361328125,167976400
2020-03-31,62.0287624061651,63.700817094858024,61.15511640489983,61.71084976196289,197002000
2020-04-01,59.82037714150967,60.35912485054445,58.03183398758983,58.463802337646484,176218400
2020-04-02,58.32547715782636,59.49276269917482,57.49066070248686,59.43937301635742,165934000
2020-04-03,58.92246773803886,59.62623542608821,57.99300663222972,58.58514404296875,129880000
2020-04-06,60.88816303362977,63.851271716138356,60.51929359909339,63.695960998535156,201820400
2020-04-07,65.7174729657415,65.93588999958892,62.85386360925453,62.958213806152344,202887200
2020-04-08,63.76147775323179,64.88508270225176,63.395037501230945,64.5696029663086,168895200
2020-04-09,65.20786042767898,65.54032952455171,64.2371442763535,65.03555297851562,161834800
2020-04-13,65.11321477612952,66.42125839971293,64.51136807094039,66.31204986572266,131022800
2020-04-14,67.9501117046532,69.95221321023672,67.47688475003459,69.66099548339844,194994800
2020-04-15,68.53256171861511,69.4862886004415,68.10302246952716,69.02519989013672,131154400
2020-04-16,69.74110330393147,69.94010189303526,68.52042803590564,69.57365417480469,157125200
2020-04-17,69.08828263215949,69.636739522461,67.18810198275611,68.6296157836914,215250000
2020-04-20,67.45263070247596,68.35781862849281,67.18568232250739,67.20509338378906,130015200
2020-04-21,67.04735361351801,67.28275253901889,64.41428499057956,65.12776184082031,180991600
2020-04-22,66.39939402555568,67.44048895263322,66.05722317141493,67.00366973876953,116862400
2020-04-23,66.94786806714389,68.37482206031547,66.70518901812768,66.7440185546875,124814400
2020-04-24,67.27063536119402,68.6806000437413,67.22209658899173,68.67089080810547,126161200
2020-04-27,68.38695250061332,69.05189812563647,67.93800218832392,68.71942901611328,117087600
2020-04-28,69.18292026480744,69.36492949955759,67.51329510571802,67.60550689697266,112004800
2020-04-29,69.0979975124322,70.29683242001799,68.89414803177873,69.82603454589844,137280800
2020-04-30,70.36721610873765,71.47626115798072,69.976506388418,71.29910278320312,183064000
2020-05-01,69.46685809785768,72.56101509610286,69.36978798695081,70.15121459960938,240616800
2020-05-04,70.17550415897956,71.27241079901312,69.4838673851674,71.14379119873047,133568000
2020-05-05,71.60488073705282,73.04639490337159,71.45927182415636,72.21157836914062,147751200
2020-05-06,72.91533768168664,73.58998507405805,72.52947892116252,72.95659637451172,142333600
2020-05-07,73.58513616899319,74.05836324243135,73.28178737986006,73.7113265991211,115215200
2020-05-08,74.37319856682336,75.51930873875061,74.04469357012428,75.46577453613281,133838400
2020-05-11,74.97180698726206,77.14965926401848,74.7625342106639,76.65325927734375,145946400
2020-05-12,77.33947268862552,77.79208148134276,75.65559183440632,75.77725982666016,162301200
2020-05-13,75.95731647939719,76.88199755928032,73.78189245874619,74.8623046875,200622400
2020-05-14,74.09821767406875,75.38303093576837,73.37307401489639,75.32219696044922,158929200
2020-05-15,73.08595077247826,74.92313414173562,73.05188017652294,74.87689971923828,166348400
2020-05-18,76.20553196590271,77.01583751017019,75.51202293913698,76.64109802246094,135178400
2020-05-19,76.65813571214994,77.50737593072427,76.16659969162133,76.19823455810547,101729600
2020-05-20,77.05962650901947,77.75069971271533,77.02069186607584,77.68013763427734,111504800
2020-05-21,77.54144307709652,78.08408497746194,76.86253362412333,77.10100555419922,102688800
2020-05-22,76.83817497038486,77.6801225366079,76.73597805029135,77.5973892211914,81803200
2020-05-26,78.71916640033362,78.89923259629772,77.01581504082098,77.07178497314453,125522000
2020-05-27,76.92823567989113,77.55360346730318,76.18605652967298,77.40760040283203,112945200
2020-05-28,77.0815181781685,78.70457206303743,76.80411908559893,77.44165802001953,133560800
2020-05-29,77.68501099224073,78.14734786532948,77.00853727030466,77.36624145507812,153532400
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200
2020-06-02,78.05000523231972,78.70457952577789,77.6071320252172,78.68024444580078,87642800
2020-06-03,79.00145559647322,79.37619506332315,78.4271788552984,79.11338806152344,104491200
2020-06-04,78.93575218035002,79.23505064541881,78.05730554159499,78.43204498291016,87560400
2020-06-05,78.68268407951567,80.72670465644849,78.65348495250613,80.6658706665039,137250400
2020-06-08,80.36169309987528,81.17686997307266,79.64872058754821,81.1427993774414,95654400
2020-06-09,80.82161381457999,84.09934224911986,80.78997894985643,83.70513916015625,147712400
2020-06-10,84.65657009743241,86.32828677869298,84.2161326502249,85.85865020751953,166651600
2020-06-11,84.99967763398335,85.42551553412683,81.63434481058569,81.73654174804688,201662400
2020-06-12,83.88275149824271,84.6322228005878,81.32772455576006,82.44219970703125,200146000
2020-06-15,81.0917097169114,84.11637395651466,80.9286713541559,83.46179962158203,138808800
2020-06-16,85.52283897490148,85.9462485185203,83.88275727706606,85.6737060546875,165428800
2020-06-17,86.42076455774615,86.48159854763982,85.43282115595484,85.55448913574219,114406400
2020-06-18,85.51067747543081,86.00708483695735,84.97777121070888,85.58854675292969,96820400
2020-06-19,86.29667304189616,86.76387395155108,83.98740960809002,85.09945678710938,264476000
2020-06-22,85.49364658624263,87.4695331919999,85.44741216447049,87.32596588134766,135445200
2020-06-23,88.5742789095001,90.61343520003089,88.15330507538052,89.1899185180664,212155600
2020-06-24,88.81761197618738,89.73985720448684,87.24079252033772,87.61553192138672,192623200
2020-06-25,87.77128710141119,88.81762879904495,87.0096443292993,88.77869415283203,137522400
2020-06-26,88.67405701121628,88.8954936232834,85.90245689556569,86.05089569091797,205256800
2020-06-29,85.9584251297807,88.12898509123728,85.47905300682135,88.0340805053711,130646000
2020-06-30,87.62039790653964,89.05608582615886,87.60093429970102,88.7689437866211,140223200
2020-07-01,88.84683067288958,89.3919008846663,88.55239622020926,88.60105895996094,110737200
2020-07-02,89.51114056301097,90.14867963414797,88.4866981798334,88.60105895996094,114041600
2020-07-06,90.03431584668381,91.44079756476127,90.00268097997908,90.97116088867188,118655600
2020-07-07,91.35075503882443,92.1318614031436,90.57694845637647,90.68888092041016,112424400
2020-07-08,91.6695298380442,92.83267551468656,91.58192502451845,92.80104064941406,117092000
2020-07-09,93.6965037466287,93.75003795219516,92.14889068283713,93.20010375976562,125642800
2020-07-10,92.79373105488341,93.42154196968667,92.18052712914378,93.3631362915039,90257200
2020-07-13,94.67227687695217,97.29057387515883,92.71828964483974,92.93242645263672,191649200
2020-07-14,92.31191055961413,94.66253642553353,91.37507321337583,94.47030639648438,170989200
2020-07-15,96.35129727473847,96.60193299733245,93.91793786080713,95.1200180053711,153198000
2020-07-16,93.98851960775556,94.80856064892015,93.34854481035306,93.9495849609375,110577600
2020-07-17,94.40219140138757,94.55792255878987,93.28527277756179,93.75978088378906,92186800
2020-07-20,93.84737490055309,95.8743600058145,93.50183459957924,95.73565673828125,90318000
2020-07-21,96.52893470179353,96.60436824916565,94.16370906625916,94.41434478759766,103433200
2020-07-22,94.11504710524962,95.36336177523553,94.02744972364847,94.6795883178711,89001600
2020-07-23,94.41191626887031,94.48978555792418,89.55736834691913,90.37010955810547,197004400
2020-07-24,88.56213563459892,90.49178823352345,86.76874316858824,90.14624786376953,185438800
2020-07-27,91.212045787962,92.37519132147816,90.98818087454525,92.28272247314453,121214000
2020-07-28,91.85202279586937,92.02966071554671,90.7618750492638,90.7667465209961,103625600
2020-07-29,91.25100003347492,92.69155242145456,91.21450111866662,92.5066146850586,90329200
2020-07-30,91.67682263526055,93.73057872513968,91.26802000602063,93.62594604492188,158130000
2020-07-31,100.14247783391713,103.578380221725,98.13738457841312,103.4275131225586,374336800
2020-08-03,105.31579399255398,108.66166323525441,105.01649553295304,106.03363800048828,308151200
2020-08-04,106.22343065918278,107.8367490242639,105.49828693193605,106.74173736572266,173071600
2020-08-05,106.46189359206154,107.4498367668899,105.99468538956056,107.12863159179688,121776800
