Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-08-12,110.195908,110.454308,107.550951,107.745968,165598000
2020-08-13,112.146103,113.152893,111.090554,111.580544,210082000
2020-08-14,112.046158,112.136353,110.230033,111.970588,165565200
2020-08-17,111.753632,113.196781,111.124696,113.172402,119561600
2020-08-18,112.684860,113.111466,111.168581,111.504992,105633600
2020-08-19,112.826248,114.245019,112.731180,113.094402,145538000
2020-08-20,115.329819,115.444393,112.850627,112.867693,126907200
2020-08-21,121.273033,121.758142,116.280525,116.292711,338054800
2020-08-24,122.723495,125.578103,120.851308,125.492773,345937600
2020-08-25,121.716690,122.062853,119.988329,121.592370,211495600
2020-08-26,123.371925,123.830223,121.967781,123.037955,163022400
2020-08-27,121.897125,124.310494,120.748941,123.976524,155552400
2020-08-28,121.699638,123.293919,121.475362,122.874627,187630000
2020-08-31,125.826736,127.737937,122.862443,124.403101,225702700
2020-09-01,130.838745,131.443316,127.279641,129.454107,151948100
2020-09-02,128.127960,134.544111,123.837532,134.163823,200119000
2020-09-03,117.869942,125.631727,117.499407,123.749794,257599600
2020-09-04,117.947929,120.619698,108.128686,117.080092,332607200
2020-09-08,110.010635,116.026993,109.874122,111.112494,231366600
2020-09-09,114.398590,116.173270,112.389889,114.340087,176940500
2020-09-10,110.663956,117.499400,109.698610,117.362887,182274400
2020-09-11,109.211060,112.360632,107.260862,111.717063,180860300
2020-09-14,112.487404,113.043210,109.991153,111.863341,140150100
2020-09-15,112.662903,115.870978,110.780962,115.383429,184642000
2020-09-16,109.337807,113.111441,109.250051,112.360618,154679000
2020-09-17,107.592400,109.406084,106.002991,106.987843,178011000
2020-09-18,104.179558,108.118958,103.448234,107.650915,287104900
2020-09-21,107.338867,107.446129,100.532675,101.936819,195713800
2020-09-22,109.025787,110.049644,106.441782,109.874126,183055400
2020-09-23,104.452576,109.318316,104.111285,108.840520,150718700
2020-09-24,105.525185,107.504634,102.385366,102.551131,167743300
2020-09-25,109.484100,109.640120,104.988894,105.729971,149981400
2020-09-28,112.097343,112.448380,109.971628,112.146101,137672400
2020-09-29,111.249016,112.438638,110.741968,111.697568,99382200
2020-09-30,112.926178,114.340076,110.790717,110.956482,142675200
2020-10-01,113.881775,114.788617,112.945681,114.710607,116120400
2020-10-02,110.205666,112.497154,109.425591,110.078905,144712000
2020-10-05,113.598999,113.745265,110.722461,111.073497,106243800
2020-10-06,110.342178,113.228470,109.454835,112.818923,161498200
2020-10-07,112.214378,112.672676,111.288030,111.765834,96849000
2020-10-08,112.107086,113.501477,111.736544,113.355211,83477200
2020-10-09,114.057304,114.086556,112.058349,112.409385,100506900
2020-10-12,121.302292,122.062868,116.309783,117.070359,240226800
2020-10-13,118.084457,122.267632,116.670567,122.150617,262330500
2020-10-14,118.172234,119.966412,116.641329,117.986962,150712000
2020-10-15,117.704185,118.181982,115.207935,115.763741,112559200
2020-10-16,116.056259,118.523265,115.851489,118.259985,115393800
